term.id,term.name,causesExcretaMassLoss,cfc11EqEgalitarianStratosphericOzoneDepletionReCiPe2016,cfc11EqHierarchistStratosphericOzoneDepletionReCiPe2016,cfc11EqIndividualistStratosphericOzoneDepletionReCiPe2016,co2EqGwp100ExcludingClimate-CarbonFeedbacksIpcc2013,co2EqGwp100IncludingClimate-CarbonFeedbacksIpcc2013,co2EqGwp100Ipcc2021,dalyAllEffects100YearsClimateChangeDamageToHumanHealthLCImpact,dalyAllEffects100YearsStratosphericOzoneDepletionDamageToHumanHealthLCImpact,dalyAllEffectsInfiniteClimateChangeDamageToHumanHealthLCImpact,dalyAllEffectsInfiniteStratosphericOzoneDepletionDamageToHumanHealthLCImpact,dalyCertainEffects100YearsClimateChangeDamageToHumanHealthLCImpact,dalyCertainEffects100YearsStratosphericOzoneDepletionDamageToHumanHealthLCImpact,dalyCertainEffectsInfiniteClimateChangeDamageToHumanHealthLCImpact,dalyCertainEffectsInfiniteStratosphericOzoneDepletionDamageToHumanHealthLCImpact,inHestiaDefaultSystemBoundary,inputProductionGroupId,inputTermTypesAllowed,lsrgAccountingCategory,lsrgAccountingSubCategory,nEqEgalitarianMarineEutrophicationReCiPe2016,nEqHierarchistMarineEutrophicationReCiPe2016,nEqIndividualistMarineEutrophicationReCiPe2016,noxEqEgalitarianEcosystemDamageOzoneFormationReCiPe2016,noxEqEgalitarianHumanDamageOzoneFormationReCiPe2016,noxEqHierarchistEcosystemDamageOzoneFormationReCiPe2016,noxEqHierarchistHumanDamageOzoneFormationReCiPe2016,noxEqIndividualistEcosystemDamageOzoneFormationReCiPe2016,noxEqIndividualistHumanDamageOzoneFormationReCiPe2016,noxeqEutrophicationIncludingFateAverageEuropeCml2001Non-Baseline,ozoneDepletionPotential,pEqEgalitarianFreshwaterEutrophicationReCiPe2016,pEqHierarchistFreshwaterEutrophicationReCiPe2016,pEqIndividualistFreshwaterEutrophicationReCiPe2016,pdfYearsAllEffects100YearsClimateChangeDamageToFreshwaterEcosystemsLCImpact,pdfYearsAllEffects100YearsClimateChangeDamageToTerrestrialEcosystemsLCImpact,pdfYearsAllEffectsInfiniteClimateChangeDamageToFreshwaterEcosystemsLCImpact,pdfYearsAllEffectsInfiniteClimateChangeDamageToTerrestrialEcosystemsLCImpact,pdfYearsCertainEffects100YearsClimateChangeDamageToTerrestrialEcosystemsLCImpact,pdfYearsCertainEffectsInfiniteClimateChangeDamageToTerrestrialEcosystemsLCImpact,pm2-5EqEgalitarianFineParticulateMatterFormationReCiPe2016,pm2-5EqHierarchistFineParticulateMatterFormationReCiPe2016,pm2-5EqIndividualistFineParticulateMatterFormationReCiPe2016,po4-EqEutrophicationExcludingFateCml2001Baseline,productTermIdsAllowed,productTermTypesAllowed,scope,siteTypesAllowed,so2EqEgalitarianTerrestrialAcidificationReCiPe2016,so2EqHierarchistTerrestrialAcidificationReCiPe2016,so2EqIndividualistTerrestrialAcidificationReCiPe2016,so2EqTerrestrialAcidificationExcludingFateCml2001Non-Baseline,so2EqTerrestrialAcidificationIncludingFateAverageEuropeCml2001Baseline,typesAllowed,valueToleranceToHestiaRecalculatedValue
chlorodifluoromethaneToAirInputsProduction,"Chlorodifluoromethane, to air, inputs production",false,0.04,0.045,0.085,1760,2106,1960,0.00247,1.04e-05,0.0037,5.38e-05,0.000753,2.36e-05,0.00113,2.36e-05,true,chlorodifluoromethaneToAirInputsProduction,all,Emissions (non-land),,,,,,,,,,,,0.034,,,,9.63e-13,3.1e-12,1.44e-12,4.64e-12,3.1e-12,4.64e-12,,,,,all,all,Scope 2/3,all,,,,,,Cycle;Transformation;Transport,5
chloromethaneToAirIndustrialProcesses,"Chloromethane, to air, industrial processes",false,,,,,,,,,,,,,,,false,chloromethaneToAirInputsProduction,all,,,,,,,,,,,,,0.015,,,,,,,,,,,,,,all,all,Scope 2/3,agri-food processor,,,,,,Cycle,5
chloromethaneToAirInputsProduction,"Chloromethane, to air, inputs production",false,,,,,,,,,,,,,,,false,chloromethaneToAirInputsProduction,all,,,,,,,,,,,,,0.015,,,,,,,,,,,,,,all,all,Scope 2/3,all,,,,,,Cycle,5
chloropentafluoroethaneToAirIndustrialProcesses,"Chloropentafluoroethane, to air, industrial processes",false,,,,,,,,,,,,,,,false,chloropentafluoroethaneToAirInputsProduction,all,,,,,,,,,,,,,0.26,,,,,,,,,,,,,,all,all,Scope 2/3,agri-food processor,,,,,,Cycle,5
chloropentafluoroethaneToAirInputsProduction,"Chloropentafluoroethane, to air, inputs production",false,,,,,,,,,,,,,,,false,chloropentafluoroethaneToAirInputsProduction,all,,,,,,,,,,,,,0.26,,,,,,,,,,,,,,all,all,Scope 2/3,all,,,,,,Cycle,5
coToAirFuelCombustion,"CO, to air, fuel combustion",false,,,,,,,,,,,,,,,false,coToAirInputsProduction,all,,,,,,,,,,,,,,,,,,,,,,,,,,,all,all,Scope 1,all,,,,,,Cycle;Transformation;Transport,5
coToAirIndustrialProcesses,"CO, to air, industrial processes",false,,,,,,,,,,,,,,,false,coToAirInputsProduction,all,,,,,,,,,,,,,,,,,,,,,,,,,,,all,all,Scope 2/3,agri-food processor,,,,,,Cycle;Transformation;Transport,5
coToAirInputsProduction,"CO, to air, inputs production",false,,,,,,,,,,,,,,,false,coToAirInputsProduction,all,,,,,,,,,,,,,,,,,,,,,,,,,,,all,all,Scope 2/3,all,,,,,,Cycle;Transformation;Transport,5
co2ToAirAboveGroundBiomassStockChangeManagementChange,"CO2, to air, above ground biomass stock change, management change",false,,,,1,1,1,1.41e-06,,1.25e-05,,4.28e-07,,3.81e-06,,false,co2ToAirInputsProduction,all,Emissions (land) / Removals,Land management net CO2 emissions / Land management net removals,,,,,,,,,,,,,,,5.47e-16,1.76e-15,4.87e-15,1.57e-14,1.76e-15,1.57e-14,,,,,all,all,Scope 1,forest;other natural vegetation;cropland;glass or high accessible cover;permanent pasture,,,,,,Cycle,5
co2ToAirAboveGroundBiomassStockChangeLandUseChange,"CO2, to air, above ground biomass stock change, land use change",false,,,,1,1,1,1.41e-06,,1.25e-05,,4.28e-07,,3.81e-06,,true,co2ToAirInputsProduction,all,Emissions (land) / Removals,Land use change emissions,,,,,,,,,,,,,,,5.47e-16,1.76e-15,4.87e-15,1.57e-14,1.76e-15,1.57e-14,,,,,all,all,Scope 1,forest;other natural vegetation;cropland;glass or high accessible cover;permanent pasture,,,,,,Cycle,5
co2ToAirBelowGroundBiomassStockChangeManagementChange,"CO2, to air, below ground biomass stock change, management change",false,,,,1,1,1,1.41e-06,,1.25e-05,,4.28e-07,,3.81e-06,,false,co2ToAirInputsProduction,all,Emissions (land) / Removals,Land management net CO2 emissions / Land management net removals,,,,,,,,,,,,,,,5.47e-16,1.76e-15,4.87e-15,1.57e-14,1.76e-15,1.57e-14,,,,,all,all,Scope 1,forest;other natural vegetation;cropland;glass or high accessible cover;permanent pasture,,,,,,Cycle,5
co2ToAirBelowGroundBiomassStockChangeLandUseChange,"CO2, to air, below ground biomass stock change, land use change",false,,,,1,1,1,1.41e-06,,1.25e-05,,4.28e-07,,3.81e-06,,false,co2ToAirInputsProduction,all,Emissions (land) / Removals,Land use change emissions,,,,,,,,,,,,,,,5.47e-16,1.76e-15,4.87e-15,1.57e-14,1.76e-15,1.57e-14,,,,,all,all,Scope 1,forest;other natural vegetation;cropland;glass or high accessible cover;permanent pasture,,,,,,Cycle,5
co2ToAirCropResidueDecomposition,"CO2, to air, crop residue decomposition",false,,,,0,0,0,0,,0,,0,,0,,false,co2ToAirInputsProduction,all,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,all,all,Scope 1,cropland;glass or high accessible cover,,,,,,Cycle,5
co2ToAirDeadOrganicMatterStockChangeManagementChange,"CO2, to air, dead organic matter stock change, management change",false,,,,1,1,1,1.41e-06,,1.25e-05,,4.28e-07,,3.81e-06,,false,co2ToAirInputsProduction,all,Emissions (land) / Removals,Land management net CO2 emissions / Land management net removals,,,,,,,,,,,,,,,5.47e-16,1.76e-15,4.87e-15,1.57e-14,1.76e-15,1.57e-14,,,,,all,all,Scope 1,forest;other natural vegetation;cropland;glass or high accessible cover;permanent pasture,,,,,,Cycle,5
co2ToAirDeadOrganicMatterStockChangeLandUseChange,"CO2, to air, dead organic matter stock change, land use change",false,,,,1,1,1,1.41e-06,,1.25e-05,,4.28e-07,,3.81e-06,,false,co2ToAirInputsProduction,all,Emissions (land) / Removals,Land use change emissions,,,,,,,,,,,,,,,5.47e-16,1.76e-15,4.87e-15,1.57e-14,1.76e-15,1.57e-14,,,,,all,all,Scope 1,forest;other natural vegetation;cropland;glass or high accessible cover;permanent pasture,,,,,,Cycle,5
co2ToAirFuelCombustion,"CO2, to air, fuel combustion",false,,,,1,1,1,1.41e-06,,1.25e-05,,4.28e-07,,3.81e-06,,true,co2ToAirInputsProduction,all,Emissions (non-land),Stationary/Mobile combustion emissions,,,,,,,,,,,,,,,5.47e-16,1.76e-15,4.87e-15,1.57e-14,1.76e-15,1.57e-14,,,,,all,all,Scope 1,all,,,,,,Cycle;Transformation;Transport,5
co2ToAirInputsProduction,"CO2, to air, inputs production",false,,,,1,1,1,1.41e-06,,1.25e-05,,4.28e-07,,3.81e-06,,true,co2ToAirInputsProduction,all,Emissions (land/non-land),,,,,,,,,,,,,,,,5.47e-16,1.76e-15,4.87e-15,1.57e-14,1.76e-15,1.57e-14,,,,,all,all,Scope 2/3,all,,,,,,Cycle;Transformation;Transport,5
co2ToAirLimeHydrolysis,"CO2, to air, lime hydrolysis",false,,,,1,1,1,1.41e-06,,1.25e-05,,4.28e-07,,3.81e-06,,true,co2ToAirInputsProduction,all,Emissions (land),Land management non-CO2 emissions,,,,,,,,,,,,,,,5.47e-16,1.76e-15,4.87e-15,1.57e-14,1.76e-15,1.57e-14,,,,,all,all,Scope 1,cropland;glass or high accessible cover;permanent pasture,,,,,,Cycle,5
co2ToAirNaturalVegetationBurning,"CO2, to air, natural vegetation burning",false,,,,1,1,1,1.41e-06,,1.25e-05,,4.28e-07,,3.81e-06,,false,co2ToAirInputsProduction,all,Emissions (land),Land use change emissions,,,,,,,,,,,,,,,5.47e-16,1.76e-15,4.87e-15,1.57e-14,1.76e-15,1.57e-14,,,,,all,all,Scope 1,forest;other natural vegetation;cropland;glass or high accessible cover;permanent pasture,,,,,,Cycle,5
co2ToAirOrganicSoilBurning,"CO2, to air, organic soil burning",false,,,,1,1,1,1.41e-06,,1.25e-05,,4.28e-07,,3.81e-06,,false,co2ToAirInputsProduction,all,Emissions (land),Land use change emissions,,,,,,,,,,,,,,,5.47e-16,1.76e-15,4.87e-15,1.57e-14,1.76e-15,1.57e-14,,,,,all,all,Scope 1,forest;other natural vegetation;cropland;glass or high accessible cover;permanent pasture,,,,,,Cycle,5
co2ToAirOrganicSoilCultivation,"CO2, to air, organic soil cultivation",false,,,,1,1,1,1.41e-06,,1.25e-05,,4.28e-07,,3.81e-06,,true,co2ToAirInputsProduction,all,Emissions (land),Land management non-CO2 emissions,,,,,,,,,,,,,,,5.47e-16,1.76e-15,4.87e-15,1.57e-14,1.76e-15,1.57e-14,,,,,all,all,Scope 1,forest;other natural vegetation;cropland;glass or high accessible cover;permanent pasture,,,,,,Cycle,5
co2ToAirSoilOrganicCarbonStockChangeManagementChange,"CO2, to air, soil organic carbon stock change, management change",false,,,,1,1,1,1.41e-06,,1.25e-05,,4.28e-07,,3.81e-06,,true,co2ToAirInputsProduction,all,Emissions (land) / Removals,Land management net CO2 emissions / Land management net removals,,,,,,,,,,,,,,,5.47e-16,1.76e-15,4.87e-15,1.57e-14,1.76e-15,1.57e-14,,,,,all,all,Scope 1,forest;other natural vegetation;cropland;glass or high accessible cover;permanent pasture,,,,,,Cycle,5
co2ToAirSoilOrganicCarbonStockChangeLandUseChange,"CO2, to air, soil organic carbon stock change, land use change",false,,,,1,1,1,1.41e-06,,1.25e-05,,4.28e-07,,3.81e-06,,false,co2ToAirInputsProduction,all,Emissions (land) / Removals,Land use change emissions,,,,,,,,,,,,,,,5.47e-16,1.76e-15,4.87e-15,1.57e-14,1.76e-15,1.57e-14,,,,,all,all,Scope 1,forest;other natural vegetation;cropland;glass or high accessible cover;permanent pasture,,,,,,Cycle,5
co2ToAirSoilInorganicCarbonStockChangeManagementChange,"CO2, to air, soil inorganic carbon stock change, management change",false,,,,1,1,1,1.41e-06,,1.25e-05,,4.28e-07,,3.81e-06,,false,co2ToAirInputsProduction,all,Emissions (land) / Removals,Land management net CO2 emissions / Land management net removals,,,,,,,,,,,,,,,5.47e-16,1.76e-15,4.87e-15,1.57e-14,1.76e-15,1.57e-14,,,,,all,all,Scope 1,forest;other natural vegetation;cropland;glass or high accessible cover;permanent pasture,,,,,,Cycle,5
co2ToAirSoilInorganicCarbonStockChangeLandUseChange,"CO2, to air, soil inorganic carbon stock change, land use change",false,,,,1,1,1,1.41e-06,,1.25e-05,,4.28e-07,,3.81e-06,,false,co2ToAirInputsProduction,all,Emissions (land) / Removals,Land use change emissions,,,,,,,,,,,,,,,5.47e-16,1.76e-15,4.87e-15,1.57e-14,1.76e-15,1.57e-14,,,,,all,all,Scope 1,forest;other natural vegetation;cropland;glass or high accessible cover;permanent pasture,,,,,,Cycle,5
co2ToAirUreaHydrolysis,"CO2, to air, urea hydrolysis",false,,,,1,1,1,1.41e-06,,1.25e-05,,4.28e-07,,3.81e-06,,true,co2ToAirInputsProduction,all,Emissions (land),Land management non-CO2 emissions,,,,,,,,,,,,,,,5.47e-16,1.76e-15,4.87e-15,1.57e-14,1.76e-15,1.57e-14,,,,,all,all,Scope 1,cropland;glass or high accessible cover;permanent pasture,,,,,,Cycle,5
co2ToAirSoilFlux,"CO2, to air, soil flux",false,,,,1,1,1,1.41e-06,,1.25e-05,,4.28e-07,,3.81e-06,,false,co2ToAirInputsProduction,all,,,,,,,,,,,,,,,,,5.47e-16,1.76e-15,4.87e-15,1.57e-14,1.76e-15,1.57e-14,,,,,all,all,Scope 1,forest;other natural vegetation;cropland;glass or high accessible cover;permanent pasture,,,,,,Cycle,5
co2ToAirWasteTreatment,"CO2, to air, waste treatment",false,,,,1,1,1,1.41e-06,,1.25e-05,,4.28e-07,,3.81e-06,,false,co2ToAirInputsProduction,all,Emissions (non-land),Fugitive emissions,,,,,,,,,,,,,,,5.47e-16,1.76e-15,4.87e-15,1.57e-14,1.76e-15,1.57e-14,,,,,all,all,Scope 1,all,,,,,,Cycle,5
codToWaterIndustrialProcesses,"COD, to water, industrial processes",false,,,,,,,,,,,,,,,false,codToWaterInputsProduction,all,,,,,,,,,,,,,,,,,,,,,,,,,,0.022,all,all,Scope 1,agri-food processor,,,,,,Cycle;Transformation,5
codToWaterInputsProduction,"COD, to water, inputs production",false,,,,,,,,,,,,,,,false,codToWaterInputsProduction,all,,,,,,,,,,,,,,,,,,,,,,,,,,0.022,all,all,Scope 2/3,all,,,,,,Cycle;Transformation;Transport,5
dichlorodifluoromethaneToAirIndustrialProcesses,"Dichlorodifluoromethane, to air, industrial processes",false,0.82,0.587,0.421,10200,11547,11200,0.0143,0.000137,0.0339,0.0011,0.00436,0.000312,0.0103,0.000485,false,dichlorodifluoromethaneToAirInputsProduction,all,Emissions (non-land),Process emissions,,,,,,,,,,,0.73,,,,5.58e-12,1.8e-11,1.32e-11,4.25e-11,1.8e-11,4.25e-11,,,,,all,all,Scope 2/3,agri-food processor,,,,,,Cycle;Transformation;Transport,5
dichlorodifluoromethaneToAirInputsProduction,"Dichlorodifluoromethane, to air, inputs production",false,0.82,0.587,0.421,10200,11547,11200,0.0143,0.000137,0.0339,0.0011,0.00436,0.000312,0.0103,0.000485,true,dichlorodifluoromethaneToAirInputsProduction,all,Emissions (non-land),,,,,,,,,,,,0.73,,,,5.58e-12,1.8e-11,1.32e-11,4.25e-11,1.8e-11,4.25e-11,,,,,all,all,Scope 2/3,all,,,,,,Cycle;Transformation;Transport,5
dichlorotetrafluoroethaneToAirIndustrialProcesses,"Dichlorotetrafluoroethane, to air, industrial processes",false,,,,,,,,,,,,,,,false,dichlorotetrafluoroethaneToAirInputsProduction,all,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,all,all,Scope 2/3,agri-food processor,,,,,,Cycle,5
dichlorotetrafluoroethaneToAirInputsProduction,"Dichlorotetrafluoroethane, to air, inputs production",false,,,,,,,,,,,,,,,false,dichlorotetrafluoroethaneToAirInputsProduction,all,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,all,all,Scope 2/3,all,,,,,,Cycle,5
dibromodifluoromethaneToAirIndustrialProcesses,"Dibromodifluoromethane, to air, industrial processes",false,,,,,,,,,,,,,,,false,dibromodifluoromethaneToAirInputsProduction,all,,,,,,,,,,,,,1.7,,,,,,,,,,,,,,all,all,Scope 2/3,agri-food processor,,,,,,Cycle,5
dibromodifluoromethaneToAirInputsProduction,"Dibromodifluoromethane, to air, inputs production",false,,,,,,,,,,,,,,,false,dibromodifluoromethaneToAirInputsProduction,all,,,,,,,,,,,,,1.7,,,,,,,,,,,,,,all,all,Scope 2/3,all,,,,,,Cycle,5
h2SToAirIndustrialProcesses,"H2S, to air, industrial processes",false,,,,,,,,,,,,,,,false,h2SToAirInputsProduction,all,,,,,,,,,,,,,,,,,,,,,,,,,,,all,all,Scope 1,agri-food processor,,,,0.65,0.783673469387755,Cycle;Transformation,5
h2SToAirInputsProduction,"H2S, to air, inputs production",false,,,,,,,,,,,,,,,false,h2SToAirInputsProduction,all,,,,,,,,,,,,,,,,,,,,,,,,,,,all,all,Scope 2/3,all,,,,0.65,0.783673469387755,Cycle;Transformation;Transport,5
h2SToAirWasteTreatment,"H2S, to air, waste treatment",false,,,,,,,,,,,,,,,true,h2SToAirInputsProduction,all,,,,,,,,,,,,,,,,,,,,,,,,,,,oilPalmFruit;oilPalmFrond;oilPalmWood;oilPalmShell;oilPalmKernel;oilPalmKernelMeal;oilPalmKernelOilCrude;oilPalmKernelOilRefined;oilPalmMillEffluent;oilPalmMillEffluentDecanted;oilPalmPressFibre;oilPalmOilCrude;oilPalmOilRefined;oilPalmFattyAcidDistillate;oilPalmStockSoap,all,Scope 1,all,,,,0.65,0.783673469387755,Cycle;Transformation;Transport,5
halothaneToAirIndustrialProcesses,"Halothane, to air, industrial processes",false,,,,,,,,,,,,,,,false,halothaneToAirInputsProduction,all,,,,,,,,,,,,,0.14,,,,,,,,,,,,,,all,all,Scope 2/3,agri-food processor,,,,,,Cycle,5
halothaneToAirInputsProduction,"Halothane, to air, inputs production",false,,,,,,,,,,,,,,,false,halothaneToAirInputsProduction,all,,,,,,,,,,,,,0.14,,,,,,,,,,,,,,all,all,Scope 2/3,all,,,,,,Cycle,5
hcfc124ToAirIndustrialProcesses,"HCFC-124, to air, industrial processes",false,,,,,,,,,,,,,,,false,hcfc124ToAirInputsProduction,all,,,,,,,,,,,,,0.022,,,,,,,,,,,,,,all,all,Scope 2/3,agri-food processor,,,,,,Cycle,5
hcfc124ToAirInputsProduction,"HCFC-124, to air, inputs production",false,,,,,,,,,,,,,,,false,hcfc124ToAirInputsProduction,all,,,,,,,,,,,,,0.022,,,,,,,,,,,,,,all,all,Scope 2/3,all,,,,,,Cycle,5
hexaneToAirIndustrialProcesses,"Hexane, to air, industrial processes",false,,,,,,,,,,,,,,,false,hexaneToAirInputsProduction,all,,,,,,0.11,0.15,0.11,0.15,0.11,0.15,,,,,,,,,,,,,,,,all,all,Scope 1,agri-food processor,,,,,,Cycle;Transformation,5
hexaneToAirInputsProduction,"Hexane, to air, inputs production",false,,,,,,,,,,,,,,,false,hexaneToAirInputsProduction,all,,,,,,0.11,0.15,0.11,0.15,0.11,0.15,,,,,,,,,,,,,,,,all,all,Scope 2/3,all,,,,,,Cycle;Transformation;Transport,5
hydroxylamineToAirIndustrialProcesses,"Hydroxylamine, to air, industrial processes",false,,,,,,,,,,,,,,,false,hydroxylamineToAirInputsProduction,all,,,,,,,,,,,,,,,,,,,,,,,,,,,all,all,Scope 2/3,agri-food processor,,,,,,Cycle,5
hydroxylamineToAirInputsProduction,"Hydroxylamine, to air, inputs production",false,,,,,,,,,,,,,,,false,hydroxylamineToAirInputsProduction,all,,,,,,,,,,,,,,,,,,,,,,,,,,,all,all,Scope 2/3,all,,,,,,Cycle,5
nErosionInputsProduction,"N, erosion, inputs production",false,,,,,,,,,,,,,,,true,nErosionInputsProduction,all,,,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,0.42,all,all,Scope 2/3,all,,,,,,Cycle;Transformation;Transport,5
nErosionSoilFlux,"N, erosion, soil flux",false,,,,,,,,,,,,,,,false,nErosionInputsProduction,all,,,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,0.42,all,all,Scope 1,forest;other natural vegetation;cropland;glass or high accessible cover;permanent pasture,,,,,,Cycle,5
nToSurfaceWaterExcreta,"N, to surface water, excreta",true,,,,,,,,,,,,,,,false,nToSurfaceWaterInputsProduction,excreta,,,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,0.42,all,all,Scope 1,cropland;permanent pasture;animal housing;pond;river or stream;lake;sea or ocean,,,,,,Cycle;Transformation,5
nToSurfaceWaterSoilFlux,"N, to surface water, soil flux",false,,,,,,,,,,,,,,,false,nToSurfaceWaterInputsProduction,all,,,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,0.42,all,all,Scope 1,forest;other natural vegetation;cropland;glass or high accessible cover;permanent pasture,,,,,,Cycle,5
nToSurfaceWaterAquacultureSystems,"N, to surface water, aquaculture systems",false,,,,,,,,,,,,,,,true,nToSurfaceWaterInputsProduction,all,,,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,0.42,all,liveAquaticSpecies,Scope 1,pond;river or stream;lake;sea or ocean,,,,,,Cycle,5
nToSurfaceWaterIndustrialProcesses,"N, to surface water, industrial processes",false,,,,,,,,,,,,,,,false,nToSurfaceWaterInputsProduction,all,,,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,0.42,all,all,Scope 2/3,agri-food processor,,,,,,Cycle;Transformation;Transport,5
nToSurfaceWaterInputsProduction,"N, to surface water, inputs production",false,,,,,,,,,,,,,,,true,nToSurfaceWaterInputsProduction,all,,,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,0.42,all,all,Scope 2/3,all,,,,,,Cycle;Transformation;Transport,5
n2ToAirAquacultureSystems,"N2, to air, aquaculture systems",false,,,,,,,,,,,,,,,true,,all,,,,,,,,,,,,,,,,,,,,,,,,,,,all,liveAquaticSpecies,Scope 1,pond;river or stream;lake;sea or ocean,,,,,,Cycle,5
n2ToAirCropResidueDecomposition,"N2, to air, crop residue decomposition",false,,,,,,,,,,,,,,,false,,all,,,,,,,,,,,,,,,,,,,,,,,,,,,all,all,Scope 1,cropland;glass or high accessible cover,,,,,,Cycle,5
n2ToAirExcreta,"N2, to air, excreta",true,,,,,,,,,,,,,,,false,,excreta,,,,,,,,,,,,,,,,,,,,,,,,,,,all,all,Scope 1,cropland;permanent pasture;animal housing;pond;river or stream;lake;sea or ocean,,,,,,Cycle;Transformation,5
n2ToAirInorganicFertiliser,"N2, to air, inorganic fertiliser",false,,,,,,,,,,,,,,,false,,all,,,,,,,,,,,,,,,,,,,,,,,,,,,all,all,Scope 1,cropland;glass or high accessible cover;permanent pasture,,,,,,Cycle,5
n2ToAirOrganicFertiliser,"N2, to air, organic fertiliser",false,,,,,,,,,,,,,,,false,,all,,,,,,,,,,,,,,,,,,,,,,,,,,,all,all,Scope 1,cropland;glass or high accessible cover;permanent pasture,,,,,,Cycle,5
n2ToAirSoilFlux,"N2, to air, soil flux",false,,,,,,,,,,,,,,,false,,all,,,,,,,,,,,,,,,,,,,,,,,,,,,all,all,Scope 1,forest;other natural vegetation;cropland;glass or high accessible cover;permanent pasture,,,,,,Cycle,5
n2ToAirWasteTreatment,"N2, to air, waste treatment",false,,,,,,,,,,,,,,,false,,all,,,,,,,,,,,,,,,,,,,,,,,,,,,all,all,Scope 1,all,,,,,,Cycle;Transformation,5
n2OToAirAquacultureSystemsDirect,"N2O, to air, aquaculture systems, direct",false,0.017,0.011,0.007,265,298,273,0.000372,2.48e-06,0.000986,2.29e-05,0.000113,5.64e-06,0.0003,1e-05,true,n2OToAirInputsProduction,all,Emissions (land),Land management non-CO2 emissions,,,,,,,,,,,,,,,1.45e-13,4.66e-13,3.84e-13,1.24e-12,4.66e-13,1.24e-12,,,,0.27,all,liveAquaticSpecies,Scope 1,pond;river or stream;lake;sea or ocean,,,,,,Cycle,5
n2OToAirAquacultureSystemsIndirect,"N2O, to air, aquaculture systems, indirect",false,0.017,0.011,0.007,265,298,273,0.000372,2.48e-06,0.000986,2.29e-05,0.000113,5.64e-06,0.0003,1e-05,true,n2OToAirInputsProduction,all,Emissions (land),Land management non-CO2 emissions,,,,,,,,,,,,,,,1.45e-13,4.66e-13,3.84e-13,1.24e-12,4.66e-13,1.24e-12,,,,0.27,all,liveAquaticSpecies,Scope 1,pond;river or stream;lake;sea or ocean,,,,,,Cycle,5
n2OToAirBackgroundSoilFluxDirect,"N2O, to air, background soil flux, direct",false,0.017,0.011,0.007,265,298,273,0.000372,2.48e-06,0.000986,2.29e-05,0.000113,5.64e-06,0.0003,1e-05,false,n2OToAirInputsProduction,all,,,,,,,,,,,,,,,,,1.45e-13,4.66e-13,3.84e-13,1.24e-12,4.66e-13,1.24e-12,,,,0.27,all,all,Scope 1,forest;other natural vegetation;cropland;glass or high accessible cover;permanent pasture,,,,,,Cycle,5
n2OToAirCropResidueBurningDirect,"N2O, to air, crop residue burning, direct",false,0.017,0.011,0.007,265,298,273,0.000372,2.48e-06,0.000986,2.29e-05,0.000113,5.64e-06,0.0003,1e-05,true,n2OToAirInputsProduction,all,Emissions (land),Land management non-CO2 emissions,,,,,,,,,,,,,,,1.45e-13,4.66e-13,3.84e-13,1.24e-12,4.66e-13,1.24e-12,,,,0.27,all,all,Scope 1,cropland;glass or high accessible cover,,,,,,Cycle,5
n2OToAirCropResidueBurningIndirect,"N2O, to air, crop residue burning, indirect",false,0.017,0.011,0.007,265,298,273,0.000372,2.48e-06,0.000986,2.29e-05,0.000113,5.64e-06,0.0003,1e-05,false,n2OToAirInputsProduction,all,Emissions (land),Land management non-CO2 emissions,,,,,,,,,,,,,,,1.45e-13,4.66e-13,3.84e-13,1.24e-12,4.66e-13,1.24e-12,,,,0.27,all,all,Scope 1,cropland;glass or high accessible cover,,,,,,Cycle,5
n2OToAirCropResidueDecompositionDirect,"N2O, to air, crop residue decomposition, direct",false,0.017,0.011,0.007,265,298,273,0.000372,2.48e-06,0.000986,2.29e-05,0.000113,5.64e-06,0.0003,1e-05,true,n2OToAirInputsProduction,all,Emissions (land),Land management non-CO2 emissions,,,,,,,,,,,,,,,1.45e-13,4.66e-13,3.84e-13,1.24e-12,4.66e-13,1.24e-12,,,,0.27,all,all,Scope 1,cropland;glass or high accessible cover,,,,,,Cycle,5
n2OToAirCropResidueDecompositionIndirect,"N2O, to air, crop residue decomposition, indirect",false,0.017,0.011,0.007,265,298,273,0.000372,2.48e-06,0.000986,2.29e-05,0.000113,5.64e-06,0.0003,1e-05,true,n2OToAirInputsProduction,all,Emissions (land),Land management non-CO2 emissions,,,,,,,,,,,,,,,1.45e-13,4.66e-13,3.84e-13,1.24e-12,4.66e-13,1.24e-12,,,,0.27,all,all,Scope 1,cropland;glass or high accessible cover,,,,,,Cycle,5
n2OToAirDiminishingSoilCarbonStocksManagementChangeDirect,"N2O, to air, diminishing soil carbon stocks, management change, direct",false,0.017,0.011,0.007,265,298,273,0.000372,2.48e-06,0.000986,2.29e-05,0.000113,5.64e-06,0.0003,1e-05,false,n2OToAirInputsProduction,all,Emissions (land) / Removals,Land management net CO2 emissions / Land management net removals,,,,,,,,,,,,,,,1.45e-13,4.66e-13,3.84e-13,1.24e-12,4.66e-13,1.24e-12,,,,0.27,all,all,Scope 1,forest;other natural vegetation;cropland;glass or high accessible cover;permanent pasture,,,,,,Cycle,5
n2OToAirDiminishingSoilCarbonStocksLandUseChangeDirect,"N2O, to air, diminishing soil carbon stocks, land use change, direct",false,0.017,0.011,0.007,265,298,273,0.000372,2.48e-06,0.000986,2.29e-05,0.000113,5.64e-06,0.0003,1e-05,false,n2OToAirInputsProduction,all,Emissions (land) / Removals,Land use change emissions,,,,,,,,,,,,,,,1.45e-13,4.66e-13,3.84e-13,1.24e-12,4.66e-13,1.24e-12,,,,0.27,all,all,Scope 1,forest;other natural vegetation;cropland;glass or high accessible cover;permanent pasture,,,,,,Cycle,5
