term.id,term.name,causesExcretaMassLoss,cfc11EqEgalitarianStratosphericOzoneDepletionReCiPe2016,cfc11EqHierarchistStratosphericOzoneDepletionReCiPe2016,cfc11EqIndividualistStratosphericOzoneDepletionReCiPe2016,co2EqGwp100ExcludingClimate-CarbonFeedbacksIpcc2013,co2EqGwp100IncludingClimate-CarbonFeedbacksIpcc2013,co2EqGwp100Ipcc2021,dalyAllEffects100YearsClimateChangeDamageToHumanHealthLCImpact,dalyAllEffects100YearsStratosphericOzoneDepletionDamageToHumanHealthLCImpact,dalyAllEffectsInfiniteClimateChangeDamageToHumanHealthLCImpact,dalyAllEffectsInfiniteStratosphericOzoneDepletionDamageToHumanHealthLCImpact,dalyCertainEffects100YearsClimateChangeDamageToHumanHealthLCImpact,dalyCertainEffects100YearsStratosphericOzoneDepletionDamageToHumanHealthLCImpact,dalyCertainEffectsInfiniteClimateChangeDamageToHumanHealthLCImpact,dalyCertainEffectsInfiniteStratosphericOzoneDepletionDamageToHumanHealthLCImpact,inHestiaDefaultSystemBoundary,inputProductionGroupId,inputTermTypesAllowed,lsrgAccountingCategory,lsrgAccountingSubCategory,nEqEgalitarianMarineEutrophicationReCiPe2016,nEqHierarchistMarineEutrophicationReCiPe2016,nEqIndividualistMarineEutrophicationReCiPe2016,noxEqEgalitarianEcosystemDamageOzoneFormationReCiPe2016,noxEqEgalitarianHumanDamageOzoneFormationReCiPe2016,noxEqHierarchistEcosystemDamageOzoneFormationReCiPe2016,noxEqHierarchistHumanDamageOzoneFormationReCiPe2016,noxEqIndividualistEcosystemDamageOzoneFormationReCiPe2016,noxEqIndividualistHumanDamageOzoneFormationReCiPe2016,noxeqEutrophicationIncludingFateAverageEuropeCml2001Non-Baseline,ozoneDepletionPotential,pEqEgalitarianFreshwaterEutrophicationReCiPe2016,pEqHierarchistFreshwaterEutrophicationReCiPe2016,pEqIndividualistFreshwaterEutrophicationReCiPe2016,pdfYearsAllEffects100YearsClimateChangeDamageToFreshwaterEcosystemsLCImpact,pdfYearsAllEffects100YearsClimateChangeDamageToTerrestrialEcosystemsLCImpact,pdfYearsAllEffectsInfiniteClimateChangeDamageToFreshwaterEcosystemsLCImpact,pdfYearsAllEffectsInfiniteClimateChangeDamageToTerrestrialEcosystemsLCImpact,pdfYearsCertainEffects100YearsClimateChangeDamageToTerrestrialEcosystemsLCImpact,pdfYearsCertainEffectsInfiniteClimateChangeDamageToTerrestrialEcosystemsLCImpact,pm2-5EqEgalitarianFineParticulateMatterFormationReCiPe2016,pm2-5EqHierarchistFineParticulateMatterFormationReCiPe2016,pm2-5EqIndividualistFineParticulateMatterFormationReCiPe2016,po4-EqEutrophicationExcludingFateCml2001Baseline,productTermIdsAllowed,productTermTypesAllowed,scope,siteTypesAllowed,so2EqEgalitarianTerrestrialAcidificationReCiPe2016,so2EqHierarchistTerrestrialAcidificationReCiPe2016,so2EqIndividualistTerrestrialAcidificationReCiPe2016,so2EqTerrestrialAcidificationExcludingFateCml2001Non-Baseline,so2EqTerrestrialAcidificationIncludingFateAverageEuropeCml2001Baseline,typesAllowed,valueToleranceToHestiaRecalculatedValue
n2OToAirExcretaDirect,"N2O, to air, excreta, direct",true,0.017,0.011,0.007,265,298,273,0.000372,2.48e-06,0.000986,2.29e-05,0.000113,5.64e-06,0.0003,1e-05,true,n2OToAirInputsProduction,excreta,Emissions (land),Land management non-CO2 emissions,,,,,,,,,,,,,,,1.45e-13,4.66e-13,3.84e-13,1.24e-12,4.66e-13,1.24e-12,,,,0.27,all,all,Scope 1,cropland;permanent pasture;animal housing;pond;river or stream;lake;sea or ocean,,,,,,Cycle;Transformation,5
n2OToAirExcretaIndirect,"N2O, to air, excreta, indirect",false,0.017,0.011,0.007,265,298,273,0.000372,2.48e-06,0.000986,2.29e-05,0.000113,5.64e-06,0.0003,1e-05,true,n2OToAirInputsProduction,excreta,Emissions (land),Land management non-CO2 emissions,,,,,,,,,,,,,,,1.45e-13,4.66e-13,3.84e-13,1.24e-12,4.66e-13,1.24e-12,,,,0.27,all,all,Scope 1,cropland;permanent pasture;animal housing;pond;river or stream;lake;sea or ocean,,,,,,Cycle;Transformation,5
n2OToAirFuelCombustionDirect,"N2O, to air, fuel combustion, direct",false,0.017,0.011,0.007,265,298,273,0.000372,2.48e-06,0.000986,2.29e-05,0.000113,5.64e-06,0.0003,1e-05,true,n2OToAirInputsProduction,all,Emissions (non-land),Stationary/Mobile combustion emissions,,,,,,,,,,,,,,,1.45e-13,4.66e-13,3.84e-13,1.24e-12,4.66e-13,1.24e-12,,,,0.27,all,all,Scope 1,all,,,,,,Cycle;Transformation;Transport,5
n2OToAirFuelCombustionIndirect,"N2O, to air, fuel combustion, indirect",false,0.017,0.011,0.007,265,298,273,0.000372,2.48e-06,0.000986,2.29e-05,0.000113,5.64e-06,0.0003,1e-05,false,n2OToAirInputsProduction,all,Emissions (non-land),Stationary/Mobile combustion emissions,,,,,,,,,,,,,,,1.45e-13,4.66e-13,3.84e-13,1.24e-12,4.66e-13,1.24e-12,,,,0.27,all,all,Scope 1,all,,,,,,Cycle;Transformation;Transport,5
n2OToAirIndustrialProcessesDirect,"N2O, to air, industrial processes, direct",false,0.017,0.011,0.007,265,298,273,0.000372,2.48e-06,0.000986,2.29e-05,0.000113,5.64e-06,0.0003,1e-05,false,n2OToAirInputsProduction,all,Emissions (non-land),Process emissions,,,,,,,,,,,,,,,1.45e-13,4.66e-13,3.84e-13,1.24e-12,4.66e-13,1.24e-12,,,,0.27,all,all,Scope 2/3,agri-food processor,,,,,,Cycle;Transformation;Transport,5
n2OToAirInorganicFertiliserDirect,"N2O, to air, inorganic fertiliser, direct",false,0.017,0.011,0.007,265,298,273,0.000372,2.48e-06,0.000986,2.29e-05,0.000113,5.64e-06,0.0003,1e-05,true,n2OToAirInputsProduction,all,Emissions (land),Land management non-CO2 emissions,,,,,,,,,,,,,,,1.45e-13,4.66e-13,3.84e-13,1.24e-12,4.66e-13,1.24e-12,,,,0.27,all,all,Scope 1,cropland;glass or high accessible cover;permanent pasture,,,,,,Cycle,5
n2OToAirInorganicFertiliserIndirect,"N2O, to air, inorganic fertiliser, indirect",false,0.017,0.011,0.007,265,298,273,0.000372,2.48e-06,0.000986,2.29e-05,0.000113,5.64e-06,0.0003,1e-05,true,n2OToAirInputsProduction,all,Emissions (land),Land management non-CO2 emissions,,,,,,,,,,,,,,,1.45e-13,4.66e-13,3.84e-13,1.24e-12,4.66e-13,1.24e-12,,,,0.27,all,all,Scope 1,cropland;glass or high accessible cover;permanent pasture,,,,,,Cycle,5
n2OToAirInputsProduction,"N2O, to air, inputs production",false,0.017,0.011,0.007,265,298,273,0.000372,2.48e-06,0.000986,2.29e-05,0.000113,5.64e-06,0.0003,1e-05,true,n2OToAirInputsProduction,all,Emissions (land/non-land),,,,,,,,,,,,,,,,1.45e-13,4.66e-13,3.84e-13,1.24e-12,4.66e-13,1.24e-12,,,,0.27,all,all,Scope 2/3,all,,,,,,Cycle;Transformation;Transport,5
n2OToAirNaturalVegetationBurningDirect,"N2O, to air, natural vegetation burning, direct",false,0.017,0.011,0.007,265,298,273,0.000372,2.48e-06,0.000986,2.29e-05,0.000113,5.64e-06,0.0003,1e-05,true,n2OToAirInputsProduction,all,Emissions (land),Land use change emissions,,,,,,,,,,,,,,,1.45e-13,4.66e-13,3.84e-13,1.24e-12,4.66e-13,1.24e-12,,,,0.27,all,all,Scope 1,forest;other natural vegetation;cropland;glass or high accessible cover;permanent pasture,,,,,,Cycle,5
n2OToAirNaturalVegetationBurningIndirect,"N2O, to air, natural vegetation burning, indirect",false,0.017,0.011,0.007,265,298,273,0.000372,2.48e-06,0.000986,2.29e-05,0.000113,5.64e-06,0.0003,1e-05,false,n2OToAirInputsProduction,all,Emissions (land),Land use change emissions,,,,,,,,,,,,,,,1.45e-13,4.66e-13,3.84e-13,1.24e-12,4.66e-13,1.24e-12,,,,0.27,all,all,Scope 1,forest;other natural vegetation;cropland;glass or high accessible cover;permanent pasture,,,,,,Cycle,5
n2OToAirOrganicFertiliserDirect,"N2O, to air, organic fertiliser, direct",false,0.017,0.011,0.007,265,298,273,0.000372,2.48e-06,0.000986,2.29e-05,0.000113,5.64e-06,0.0003,1e-05,true,n2OToAirInputsProduction,all,Emissions (land),Land management non-CO2 emissions,,,,,,,,,,,,,,,1.45e-13,4.66e-13,3.84e-13,1.24e-12,4.66e-13,1.24e-12,,,,0.27,all,all,Scope 1,cropland;glass or high accessible cover;permanent pasture,,,,,,Cycle,5
n2OToAirOrganicFertiliserIndirect,"N2O, to air, organic fertiliser, indirect",false,0.017,0.011,0.007,265,298,273,0.000372,2.48e-06,0.000986,2.29e-05,0.000113,5.64e-06,0.0003,1e-05,true,n2OToAirInputsProduction,all,Emissions (land),Land management non-CO2 emissions,,,,,,,,,,,,,,,1.45e-13,4.66e-13,3.84e-13,1.24e-12,4.66e-13,1.24e-12,,,,0.27,all,all,Scope 1,cropland;glass or high accessible cover;permanent pasture,,,,,,Cycle,5
n2OToAirOrganicSoilBurningDirect,"N2O, to air, organic soil burning, direct",false,0.017,0.011,0.007,265,298,273,0.000372,2.48e-06,0.000986,2.29e-05,0.000113,5.64e-06,0.0003,1e-05,false,n2OToAirInputsProduction,all,Emissions (land),Land use change emissions,,,,,,,,,,,,,,,1.45e-13,4.66e-13,3.84e-13,1.24e-12,4.66e-13,1.24e-12,,,,0.27,all,all,Scope 1,forest;other natural vegetation;cropland;glass or high accessible cover;permanent pasture,,,,,,Cycle,5
n2OToAirOrganicSoilBurningIndirect,"N2O, to air, organic soil burning, indirect",false,0.017,0.011,0.007,265,298,273,0.000372,2.48e-06,0.000986,2.29e-05,0.000113,5.64e-06,0.0003,1e-05,false,n2OToAirInputsProduction,all,Emissions (land),Land use change emissions,,,,,,,,,,,,,,,1.45e-13,4.66e-13,3.84e-13,1.24e-12,4.66e-13,1.24e-12,,,,0.27,all,all,Scope 1,forest;other natural vegetation;cropland;glass or high accessible cover;permanent pasture,,,,,,Cycle,5
n2OToAirOrganicSoilCultivationDirect,"N2O, to air, organic soil cultivation, direct",false,0.017,0.011,0.007,265,298,273,0.000372,2.48e-06,0.000986,2.29e-05,0.000113,5.64e-06,0.0003,1e-05,false,n2OToAirInputsProduction,all,Emissions (land),Land management non-CO2 emissions,,,,,,,,,,,,,,,1.45e-13,4.66e-13,3.84e-13,1.24e-12,4.66e-13,1.24e-12,,,,0.27,all,all,Scope 1,forest;other natural vegetation;cropland;glass or high accessible cover;permanent pasture,,,,,,Cycle,5
n2OToAirOrganicSoilCultivationIndirect,"N2O, to air, organic soil cultivation, indirect",false,0.017,0.011,0.007,265,298,273,0.000372,2.48e-06,0.000986,2.29e-05,0.000113,5.64e-06,0.0003,1e-05,false,n2OToAirInputsProduction,all,Emissions (land),Land management non-CO2 emissions,,,,,,,,,,,,,,,1.45e-13,4.66e-13,3.84e-13,1.24e-12,4.66e-13,1.24e-12,,,,0.27,all,all,Scope 1,forest;other natural vegetation;cropland;glass or high accessible cover;permanent pasture,,,,,,Cycle,5
n2OToAirSoilFlux,"N2O, to air, soil flux",false,0.017,0.011,0.007,265,298,273,0.000372,2.48e-06,0.000986,2.29e-05,0.000113,5.64e-06,0.0003,1e-05,false,n2OToAirInputsProduction,all,,,,,,,,,,,,,,,,,1.45e-13,4.66e-13,3.84e-13,1.24e-12,4.66e-13,1.24e-12,,,,0.27,all,all,Scope 1,forest;other natural vegetation;cropland;glass or high accessible cover;permanent pasture,,,,,,Cycle,5
n2OToAirWasteTreatmentDirect,"N2O, to air, waste treatment, direct",false,0.017,0.011,0.007,265,298,273,0.000372,2.48e-06,0.000986,2.29e-05,0.000113,5.64e-06,0.0003,1e-05,false,n2OToAirInputsProduction,all,Emissions (non-land),Fugitive emissions,,,,,,,,,,,,,,,1.45e-13,4.66e-13,3.84e-13,1.24e-12,4.66e-13,1.24e-12,,,,0.27,all,all,Scope 1,all,,,,,,Cycle;Transformation,5
n2OToAirWasteTreatmentIndirect,"N2O, to air, waste treatment, indirect",false,0.017,0.011,0.007,265,298,273,0.000372,2.48e-06,0.000986,2.29e-05,0.000113,5.64e-06,0.0003,1e-05,false,n2OToAirInputsProduction,all,Emissions (non-land),Fugitive emissions,,,,,,,,,,,,,,,1.45e-13,4.66e-13,3.84e-13,1.24e-12,4.66e-13,1.24e-12,,,,0.27,all,all,Scope 1,all,,,,,,Cycle;Transformation,5
nf3ToAirIndustrialProcesses,"NF3, to air, industrial processes",false,0,0,0,16100,17885,17400,,,0.160418546195986,,0.00688880570717131,,,,false,nf3ToAirInputsProduction,all,Emissions (non-land),Process emissions,,,,,,,,,,,,,,,,2.83332786894799e-11,6.24346536935295e-11,2.0087671188353e-10,2.83332786894799e-11,2.0087671188353e-10,,,,,all,all,Scope 1,agri-food processor,,,,,,Cycle;Transformation,5
nf3ToAirInputsProduction,"NF3, to air, inputs production",false,0,0,0,16100,17885,17400,,,0.160418546195986,,0.00688880570717131,,,,false,nf3ToAirInputsProduction,all,Emissions (non-land),,,,,,,,,,,,,,,,,2.83332786894799e-11,6.24346536935295e-11,2.0087671188353e-10,2.83332786894799e-11,2.0087671188353e-10,,,,,all,all,Scope 2/3,all,,,,,,Cycle;Transformation;Transport,5
nh3ToAirAquacultureSystems,"NH3, to air, aquaculture systems",false,,,,,,,,,,,,,,,true,nh3ToAirInputsProduction,all,,,0.24,0.24,0.24,,,,,,,4.3,,,,,,,,,,,0.24,0.24,,0.35,all,liveAquaticSpecies,Scope 1,pond;river or stream;lake;sea or ocean,1.96,1.96,1.96,1.88,1.6,Cycle,5
nh3ToAirCropResidueBurning,"NH3, to air, crop residue burning",false,,,,,,,,,,,,,,,true,nh3ToAirInputsProduction,all,,,0.24,0.24,0.24,,,,,,,4.3,,,,,,,,,,,0.24,0.24,,0.35,all,all,Scope 1,cropland;glass or high accessible cover,1.96,1.96,1.96,1.88,1.6,Cycle,5
nh3ToAirCropResidueDecomposition,"NH3, to air, crop residue decomposition",false,,,,,,,,,,,,,,,true,nh3ToAirInputsProduction,all,,,0.24,0.24,0.24,,,,,,,4.3,,,,,,,,,,,0.24,0.24,,0.35,all,all,Scope 1,cropland;glass or high accessible cover,1.96,1.96,1.96,1.88,1.6,Cycle,5
nh3ToAirExcreta,"NH3, to air, excreta",true,,,,,,,,,,,,,,,true,nh3ToAirInputsProduction,excreta,,,0.24,0.24,0.24,,,,,,,4.3,,,,,,,,,,,0.24,0.24,,0.35,all,all,Scope 1,cropland;permanent pasture;animal housing;pond;river or stream;lake;sea or ocean,1.96,1.96,1.96,1.88,1.6,Cycle;Transformation,5
nh3ToAirFuelCombustion,"NH3, to air, fuel combustion",false,,,,,,,,,,,,,,,false,nh3ToAirInputsProduction,all,,,0.24,0.24,0.24,,,,,,,4.3,,,,,,,,,,,0.24,0.24,,0.35,all,all,Scope 1,all,1.96,1.96,1.96,1.88,1.6,Cycle;Transformation;Transport,5
nh3ToAirIndustrialProcesses,"NH3, to air, industrial processes",false,,,,,,,,,,,,,,,false,nh3ToAirInputsProduction,all,,,0.24,0.24,0.24,,,,,,,4.3,,,,,,,,,,,0.24,0.24,,0.35,all,all,Scope 2/3,agri-food processor,1.96,1.96,1.96,1.88,1.6,Cycle;Transformation;Transport,5
nh3ToAirInorganicFertiliser,"NH3, to air, inorganic fertiliser",false,,,,,,,,,,,,,,,true,nh3ToAirInputsProduction,all,,,0.24,0.24,0.24,,,,,,,4.3,,,,,,,,,,,0.24,0.24,,0.35,all,all,Scope 1,cropland;glass or high accessible cover;permanent pasture,1.96,1.96,1.96,1.88,1.6,Cycle,5
nh3ToAirInputsProduction,"NH3, to air, inputs production",false,,,,,,,,,,,,,,,true,nh3ToAirInputsProduction,all,,,0.24,0.24,0.24,,,,,,,4.3,,,,,,,,,,,0.24,0.24,,0.35,all,all,Scope 2/3,all,1.96,1.96,1.96,1.88,1.6,Cycle;Transformation;Transport,5
nh3ToAirNaturalVegetationBurning,"NH3, to air, natural vegetation burning",false,,,,,,,,,,,,,,,false,nh3ToAirInputsProduction,all,,,0.24,0.24,0.24,,,,,,,4.3,,,,,,,,,,,0.24,0.24,,0.35,all,all,Scope 1,forest;other natural vegetation;cropland;glass or high accessible cover;permanent pasture,1.96,1.96,1.96,1.88,1.6,Cycle,5
nh3ToAirOrganicFertiliser,"NH3, to air, organic fertiliser",false,,,,,,,,,,,,,,,true,nh3ToAirInputsProduction,all,,,0.24,0.24,0.24,,,,,,,4.3,,,,,,,,,,,0.24,0.24,,0.35,all,all,Scope 1,cropland;glass or high accessible cover;permanent pasture,1.96,1.96,1.96,1.88,1.6,Cycle,5
nh3ToAirOrganicSoilBurning,"NH3, to air, organic soil burning",false,,,,,,,,,,,,,,,false,nh3ToAirInputsProduction,all,,,0.24,0.24,0.24,,,,,,,4.3,,,,,,,,,,,0.24,0.24,,0.35,all,all,Scope 1,forest;other natural vegetation;cropland;glass or high accessible cover;permanent pasture,1.96,1.96,1.96,1.88,1.6,Cycle,5
nh3ToAirOrganicSoilCultivation,"NH3, to air, organic soil cultivation",false,,,,,,,,,,,,,,,false,nh3ToAirInputsProduction,all,,,0.24,0.24,0.24,,,,,,,4.3,,,,,,,,,,,0.24,0.24,,0.35,all,all,Scope 1,forest;other natural vegetation;cropland;glass or high accessible cover;permanent pasture,1.96,1.96,1.96,1.88,1.6,Cycle,5
nh3ToAirSoilFlux,"NH3, to air, soil flux",false,,,,,,,,,,,,,,,false,nh3ToAirInputsProduction,all,,,0.24,0.24,0.24,,,,,,,4.3,,,,,,,,,,,0.24,0.24,,0.35,all,all,Scope 1,forest;other natural vegetation;cropland;glass or high accessible cover;permanent pasture,1.96,1.96,1.96,1.88,1.6,Cycle,5
nh3ToAirWasteTreatment,"NH3, to air, waste treatment",false,,,,,,,,,,,,,,,false,nh3ToAirInputsProduction,all,,,0.24,0.24,0.24,,,,,,,4.3,,,,,,,,,,,0.24,0.24,,0.35,all,all,Scope 1,all,1.96,1.96,1.96,1.88,1.6,Cycle;Transformation,5
nh4ToAirIndustrialProcesses,"NH4, to air, industrial processes",false,,,,,,,,,,,,,,,false,nh4ToAirInputsProduction,all,,,,,,,,,,,,,,,,,,,,,,,,,,,all,all,Scope 2/3,agri-food processor,,,,,,Cycle,5
nh4ToAirInputsProduction,"NH4, to air, inputs production",false,,,,,,,,,,,,,,,false,nh4ToAirInputsProduction,all,,,,,,,,,,,,,,,,,,,,,,,,,,,all,all,Scope 2/3,all,,,,,,Cycle,5
nh4ToGroundwaterCropResidueDecomposition,"NH4, to groundwater, crop residue decomposition",false,,,,,,,,,,,,,,,false,nh4ToGroundwaterInputsProduction,all,,,0.23,0.23,0.23,,,,,,,,,,,,,,,,,,,,,0.33,all,all,Scope 1,cropland;glass or high accessible cover,,,,,,Cycle,5
nh4ToGroundwaterExcreta,"NH4, to groundwater, excreta",true,,,,,,,,,,,,,,,false,nh4ToGroundwaterInputsProduction,excreta,,,0.23,0.23,0.23,,,,,,,,,,,,,,,,,,,,,0.33,all,all,Scope 1,cropland;permanent pasture;animal housing;pond;river or stream;lake;sea or ocean,,,,,,Cycle;Transformation,5
nh4ToGroundwaterIndustrialProcesses,"NH4, to groundwater, industrial processes",false,,,,,,,,,,,,,,,false,nh4ToGroundwaterInputsProduction,all,,,0.23,0.23,0.23,,,,,,,,,,,,,,,,,,,,,0.33,all,all,Scope 2/3,agri-food processor,,,,,,Cycle;Transformation;Transport,5
nh4ToGroundwaterInorganicFertiliser,"NH4, to groundwater, inorganic fertiliser",false,,,,,,,,,,,,,,,false,nh4ToGroundwaterInputsProduction,all,,,0.23,0.23,0.23,,,,,,,,,,,,,,,,,,,,,0.33,all,all,Scope 1,cropland;glass or high accessible cover;permanent pasture,,,,,,Cycle,5
nh4ToGroundwaterOrganicFertiliser,"NH4, to groundwater, organic fertiliser",false,,,,,,,,,,,,,,,false,nh4ToGroundwaterInputsProduction,all,,,0.23,0.23,0.23,,,,,,,,,,,,,,,,,,,,,0.33,all,all,Scope 1,cropland;glass or high accessible cover;permanent pasture,,,,,,Cycle,5
nh4ToGroundwaterSoilFlux,"NH4, to groundwater, soil flux",false,,,,,,,,,,,,,,,false,nh4ToGroundwaterInputsProduction,all,,,0.23,0.23,0.23,,,,,,,,,,,,,,,,,,,,,0.33,all,all,Scope 1,forest;other natural vegetation;cropland;glass or high accessible cover;permanent pasture,,,,,,Cycle,5
nh4ToGroundwaterInputsProduction,"NH4, to groundwater, inputs production",false,,,,,,,,,,,,,,,false,nh4ToGroundwaterInputsProduction,all,,,0.23,0.23,0.23,,,,,,,,,,,,,,,,,,,,,0.33,all,all,Scope 2/3,all,,,,,,Cycle;Transformation;Transport,5
nh4ToSurfaceWaterAquacultureSystems,"NH4, to surface water, aquaculture systems",false,,,,,,,,,,,,,,,false,nh4ToSurfaceWaterInputsProduction,all,,,0.23,0.23,0.23,,,,,,,,,,,,,,,,,,,,,0.33,all,liveAquaticSpecies,Scope 1,pond;river or stream;lake;sea or ocean,,,,,,Cycle,5
nh4ToSurfaceWaterInputsProduction,"NH4, to surface water, inputs production",false,,,,,,,,,,,,,,,false,nh4ToSurfaceWaterInputsProduction,all,,,0.23,0.23,0.23,,,,,,,,,,,,,,,,,,,,,0.33,all,all,Scope 2/3,all,,,,,,Cycle;Transformation;Transport,5
nh4ToGroundwaterWasteTreatment,"NH4, to groundwater, waste treatment",false,,,,,,,,,,,,,,,false,nh4ToGroundwaterInputsProduction,all,,,0.23,0.23,0.23,,,,,,,,,,,,,,,,,,,,,0.33,all,all,Scope 1,all,,,,,,Cycle;Transformation,5
nitriteToWaterIndustrialProcesses,"Nitrite, to water, industrial processes",false,,,,,,,,,,,,,,,false,nitriteToWaterInputsProduction,all,,,,,,,,,,,,,,,,,,,,,,,,,,,all,all,Scope 2/3,agri-food processor,,,,,,Cycle,5
nitriteToWaterInputsProduction,"Nitrite, to water, inputs production",false,,,,,,,,,,,,,,,false,nitriteToWaterInputsProduction,all,,,,,,,,,,,,,,,,,,,,,,,,,,,all,all,Scope 2/3,all,,,,,,Cycle,5
nitriteToAirIndustrialProcesses,"Nitrite, to air, industrial processes",false,,,,,,,,,,,,,,,false,nitriteToAirInputsProduction,all,,,,,,,,,,,,,,,,,,,,,,,,,,,all,all,Scope 2/3,agri-food processor,,,,,,Cycle,5
nitriteToAirInputsProduction,"Nitrite, to air, inputs production",false,,,,,,,,,,,,,,,false,nitriteToAirInputsProduction,all,,,,,,,,,,,,,,,,,,,,,,,,,,,all,all,Scope 2/3,all,,,,,,Cycle,5
nmvocToAirAnimalHousing,"NMVOC, to air, animal housing",false,,,,,,,,,,,,,,,false,nmvocToAirInputsProduction,all,,,,,,0.29,0.18,0.29,0.18,0.29,0.18,,,,,,,,,,,,,,,,all,liveAnimal,Scope 1,animal housing,,,,,,Cycle,5
nmvocToAirExcreta,"NMVOC, to air, excreta",true,,,,,,,,,,,,,,,false,nmvocToAirInputsProduction,excreta,,,,,,0.29,0.18,0.29,0.18,0.29,0.18,,,,,,,,,,,,,,,,all,all,Scope 1,cropland;permanent pasture;animal housing;pond;river or stream;lake;sea or ocean,,,,,,Cycle;Transformation,5
nmvocToAirFuelCombustion,"NMVOC, to air, fuel combustion",false,,,,,,,,,,,,,,,false,nmvocToAirInputsProduction,all,,,,,,0.29,0.18,0.29,0.18,0.29,0.18,,,,,,,,,,,,,,,,all,all,Scope 1,all,,,,,,Cycle;Transformation;Transport,5
nmvocToAirInputsProduction,"NMVOC, to air, inputs production",false,,,,,,,,,,,,,,,false,nmvocToAirInputsProduction,all,,,,,,0.29,0.18,0.29,0.18,0.29,0.18,,,,,,,,,,,,,,,,all,all,Scope 2/3,all,,,,,,Cycle;Transformation;Transport,5
nmvocToAirSilageFeeding,"NMVOC, to air, silage feeding",false,,,,,,,,,,,,,,,false,nmvocToAirInputsProduction,all,,,,,,0.29,0.18,0.29,0.18,0.29,0.18,,,,,,,,,,,,,,,,all,liveAnimal,Scope 1,cropland;permanent pasture;animal housing,,,,,,Cycle,5
nmvocToAirSilageStorage,"NMVOC, to air, silage storage",false,,,,,,,,,,,,,,,false,nmvocToAirInputsProduction,all,,,,,,0.29,0.18,0.29,0.18,0.29,0.18,,,,,,,,,,,,,,,,all,all,Scope 1,cropland;permanent pasture;animal housing,,,,,,Cycle,5
nmvocToAirWasteTreatment,"NMVOC, to air, waste treatment",false,,,,,,,,,,,,,,,false,nmvocToAirInputsProduction,all,,,,,,0.29,0.18,0.29,0.18,0.29,0.18,,,,,,,,,,,,,,,,all,all,Scope 1,all,,,,,,Cycle;Transformation,5
noToAirAquacultureSystems,"NO, to air, aquaculture systems",false,,,,,,,,,,,,,,,false,noToAirInputsProduction,all,,,0.14,0.14,0.14,1.53,1.53,1.53,1.53,1.53,1.53,1.84,,,,,,,,,,,0.17,0.17,,0.2,all,liveAquaticSpecies,Scope 1,pond;river or stream;lake;sea or ocean,0.552,0.552,0.552,1.07,0.76,Cycle,5
noToAirCropResidueBurning,"NO, to air, crop residue burning",false,,,,,,,,,,,,,,,false,noToAirInputsProduction,all,,,0.14,0.14,0.14,1.53,1.53,1.53,1.53,1.53,1.53,1.84,,,,,,,,,,,0.17,0.17,,0.2,all,all,Scope 1,cropland;glass or high accessible cover,0.552,0.552,0.552,1.07,0.76,Cycle,5
noToAirCropResidueDecomposition,"NO, to air, crop residue decomposition",false,,,,,,,,,,,,,,,false,noToAirInputsProduction,all,,,0.14,0.14,0.14,1.53,1.53,1.53,1.53,1.53,1.53,1.84,,,,,,,,,,,0.17,0.17,,0.2,all,all,Scope 1,cropland;glass or high accessible cover,0.552,0.552,0.552,1.07,0.76,Cycle,5
noToAirExcreta,"NO, to air, excreta",true,,,,,,,,,,,,,,,false,noToAirInputsProduction,excreta,,,0.14,0.14,0.14,1.53,1.53,1.53,1.53,1.53,1.53,1.84,,,,,,,,,,,0.17,0.17,,0.2,all,all,Scope 1,cropland;permanent pasture;animal housing;pond;river or stream;lake;sea or ocean,0.552,0.552,0.552,1.07,0.76,Cycle;Transformation,5
noToAirIndustrialProcesses,"NO, to air, industrial processes",false,,,,,,,,,,,,,,,false,noToAirInputsProduction,all,,,0.14,0.14,0.14,1.53,1.53,1.53,1.53,1.53,1.53,1.84,,,,,,,,,,,0.17,0.17,,0.2,all,all,Scope 2/3,agri-food processor,0.552,0.552,0.552,1.07,0.76,Cycle;Transformation;Transport,5
noToAirInorganicFertiliser,"NO, to air, inorganic fertiliser",false,,,,,,,,,,,,,,,false,noToAirInputsProduction,all,,,0.14,0.14,0.14,1.53,1.53,1.53,1.53,1.53,1.53,1.84,,,,,,,,,,,0.17,0.17,,0.2,all,all,Scope 1,cropland;glass or high accessible cover;permanent pasture,0.552,0.552,0.552,1.07,0.76,Cycle,5
noToAirInputsProduction,"NO, to air, inputs production",false,,,,,,,,,,,,,,,false,noToAirInputsProduction,all,,,0.14,0.14,0.14,1.53,1.53,1.53,1.53,1.53,1.53,1.84,,,,,,,,,,,0.17,0.17,,0.2,all,all,Scope 2/3,all,0.552,0.552,0.552,1.07,0.76,Cycle;Transformation;Transport,5
noToAirOrganicFertiliser,"NO, to air, organic fertiliser",false,,,,,,,,,,,,,,,false,noToAirInputsProduction,all,,,0.14,0.14,0.14,1.53,1.53,1.53,1.53,1.53,1.53,1.84,,,,,,,,,,,0.17,0.17,,0.2,all,all,Scope 1,cropland;glass or high accessible cover;permanent pasture,0.552,0.552,0.552,1.07,0.76,Cycle,5
noToAirSoilFlux,"NO, to air, soil flux",false,,,,,,,,,,,,,,,false,noToAirInputsProduction,all,,,0.14,0.14,0.14,1.53,1.53,1.53,1.53,1.53,1.53,1.84,,,,,,,,,,,0.17,0.17,,0.2,all,all,Scope 1,forest;other natural vegetation;cropland;glass or high accessible cover;permanent pasture,0.552,0.552,0.552,1.07,0.76,Cycle,5
noToAirWasteTreatment,"NO, to air, waste treatment",false,,,,,,,,,,,,,,,false,noToAirInputsProduction,all,,,0.14,0.14,0.14,1.53,1.53,1.53,1.53,1.53,1.53,1.84,,,,,,,,,,,0.17,0.17,,0.2,all,all,Scope 1,all,0.552,0.552,0.552,1.07,0.76,Cycle;Transformation,5
no2ToAirIndustrialProcesses,"NO2, to air, industrial processes",false,,,,,,,,,,,,,,,false,no2ToAirInputsProduction,all,,,,,,,,,,,,,,,,,,,,,,,,,,,all,all,Scope 2/3,agri-food processor,,,,,,Cycle,5
no2ToAirInputsProduction,"NO2, to air, inputs production",false,,,,,,,,,,,,,,,false,no2ToAirInputsProduction,all,,,,,,,,,,,,,,,,,,,,,,,,,,,all,all,Scope 2/3,all,,,,,,Cycle,5
no3ToAirIndustrialProcesses,"NO3, to air, industrial processes",false,,,,,,,,,,,,,,,false,no3ToAirInputsProduction,all,,,,,,,,,,,,,,,,,,,,,,,,,,,all,all,Scope 2/3,agri-food processor,,,,,,Cycle,5
no3ToAirInputsProduction,"NO3, to air, inputs production",false,,,,,,,,,,,,,,,false,no3ToAirInputsProduction,all,,,,,,,,,,,,,,,,,,,,,,,,,,,all,all,Scope 2/3,all,,,,,,Cycle,5
no3ToGroundwaterCropResidueDecomposition,"NO3, to groundwater, crop residue decomposition",false,,,,,,,,,,,,,,,true,no3ToGroundwaterInputsProduction,all,,,0.07,0.07,0.07,,,,,,,,,,,,,,,,,,,,,0.1,all,all,Scope 1,cropland;glass or high accessible cover,0.27,0.27,0.27,,,Cycle,5
no3ToGroundwaterExcreta,"NO3, to groundwater, excreta",true,,,,,,,,,,,,,,,true,no3ToGroundwaterInputsProduction,excreta,,,0.07,0.07,0.07,,,,,,,,,,,,,,,,,,,,,0.1,all,all,Scope 1,cropland;permanent pasture;animal housing;pond;river or stream;lake;sea or ocean,0.27,0.27,0.27,,,Cycle;Transformation,5
